sku,name,product_code,parent_sku,parent_name,safco_item_number,product_name,manufacturer_number,brand,retailer,description,size,pack_quantity,pack_unit,price,price_text,currency,availability,availability_label,parent_description,category_path_str,product_url,image_urls_str,variant_image,is_synthetic,source_seed,extracted_at
4711414,BeeSure gloves latex powder-free medium 100/box,4711414,DRBBH,BeeSure Latex,4711414,BeeSure gloves latex powder-free medium 100/box,BE2817,EcoBee,Safco Dental,"medium, 100/box",medium,100,box,11.49,11.490000,,in_stock,In stock,Powder-free latex exam gloves. Smooth polymer interior coating aids in both moist and dry donning. Micro-textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/beesure-reg-latex,"https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:17.075061+00:00
4711409,BeeSure gloves latex powder-free small 100/box,4711409,DRBBH,BeeSure Latex,4711409,BeeSure gloves latex powder-free small 100/box,BE2816,EcoBee,Safco Dental,"small, 100/box",small,100,box,11.49,11.490000,,in_stock,In stock,Powder-free latex exam gloves. Smooth polymer interior coating aids in both moist and dry donning. Micro-textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/beesure-reg-latex,"https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:17.075061+00:00
4711425,BeeSure gloves latex powder-free x-large 100/box,4711425,DRBBH,BeeSure Latex,4711425,BeeSure gloves latex powder-free x-large 100/box,BE2819,EcoBee,Safco Dental,"x-large, 100/box",x-large,100,box,11.49,11.490000,,in_stock,In stock,Powder-free latex exam gloves. Smooth polymer interior coating aids in both moist and dry donning. Micro-textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/beesure-reg-latex,"https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:17.075061+00:00
4711402,BeeSure gloves latex powder-free x-small 100/box,4711402,DRBBH,BeeSure Latex,4711402,BeeSure gloves latex powder-free x-small 100/box,BE2815,EcoBee,Safco Dental,"x-small, 100/box",x-small,100,box,11.49,11.490000,,in_stock,In stock,Powder-free latex exam gloves. Smooth polymer interior coating aids in both moist and dry donning. Micro-textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous 50μg or less of latex protein Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/beesure-reg-latex,"https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbbh.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:17.075061+00:00
DRDAH,BeeSure NeoGrene,DRDAH,DRDAH,BeeSure NeoGrene,DRDAH,BeeSure NeoGrene,,Safco Dental,Safco Dental,Powder-free chloroprene examination gloves. Textured fingertip finish Beaded cuff Ambidextrous Green color Polymer coated for easy donning Thickness: at palm 3.2 mils; at fingertip 3.4 mils; ±0.2 200 gloves per box Order 10 boxes to purchase a case,,,,24.29,24.29,,in_stock,,Powder-free chloroprene examination gloves. Textured fingertip finish Beaded cuff Ambidextrous Green color Polymer coated for easy donning Thickness: at palm 3.2 mils; at fingertip 3.4 mils; ±0.2 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Chloroprene gloves,https://www.safcodental.com/product/beesure-reg-neogrene-trade,"https://www.safcodental.com/media/catalog/product/d/r/drdah.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drdah.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drdah.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700","https://www.safcodental.com/media/catalog/product/d/r/drdah.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",1,gloves,2026-05-07T01:33:00.032906+00:00
4712107,BeeSure SuperSlim nitrile gloves large 300/box,4712107,DRCBO,BeeSure SuperSlim Nitrile,4712107,BeeSure SuperSlim nitrile gloves large 300/box,BE1148,EcoBee,Safco Dental,"Large, 300/box",Large,300,box,19.99,19.990000,,backorder,Backorder,Powder-free nitrile exam gloves. Super soft and stretchy for comfortable extended wear. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Cobalt blue color Thickness: at palm 2.0 mils; at fingertips 2.0 mils 300 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,"https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:40.081665+00:00
4712105,BeeSure SuperSlim nitrile gloves medium 300/box,4712105,DRCBO,BeeSure SuperSlim Nitrile,4712105,BeeSure SuperSlim nitrile gloves medium 300/box,BE1147,EcoBee,Safco Dental,"Medium, 300/box",Medium,300,box,19.99,19.990000,,backorder,Backorder,Powder-free nitrile exam gloves. Super soft and stretchy for comfortable extended wear. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Cobalt blue color Thickness: at palm 2.0 mils; at fingertips 2.0 mils 300 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,"https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:40.081665+00:00
4712103,BeeSure SuperSlim nitrile gloves small 300/box,4712103,DRCBO,BeeSure SuperSlim Nitrile,4712103,BeeSure SuperSlim nitrile gloves small 300/box,BE1146,EcoBee,Safco Dental,"Small, 300/box",Small,300,box,19.99,19.990000,,backorder,Backorder,Powder-free nitrile exam gloves. Super soft and stretchy for comfortable extended wear. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Cobalt blue color Thickness: at palm 2.0 mils; at fingertips 2.0 mils 300 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,"https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:40.081665+00:00
4712101,BeeSure SuperSlim nitrile gloves x-small 300/box,4712101,DRCBO,BeeSure SuperSlim Nitrile,4712101,BeeSure SuperSlim nitrile gloves x-small 300/box,BE1145,EcoBee,Safco Dental,"X-small, 300/box",X-small,300,box,19.99,19.990000,,backorder,Backorder,Powder-free nitrile exam gloves. Super soft and stretchy for comfortable extended wear. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Cobalt blue color Thickness: at palm 2.0 mils; at fingertips 2.0 mils 300 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,"https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:40.081665+00:00
4680096,Black Maxx nitrile large 200/box,4680096,DRCDI,Black Maxx,4680096,Black Maxx nitrile large 200/box,BMNT200L,Dash,Safco Dental,"Large, 200/box",Large,200,box,24.99,24.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Proprietary inner coating helps gloves glide on damp hands easily. Textured fingertip finish Beaded cuff Ambidextrous Black color Polymer coated Thickness: at palm 2.8 mils; at fingertip 3.9 mils Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/black-maxx-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:21.441436+00:00
4680094,Black Maxx nitrile medium 200/box,4680094,DRCDI,Black Maxx,4680094,Black Maxx nitrile medium 200/box,BMNT200M,Dash,Safco Dental,"Medium, 200/box",Medium,200,box,24.99,24.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Proprietary inner coating helps gloves glide on damp hands easily. Textured fingertip finish Beaded cuff Ambidextrous Black color Polymer coated Thickness: at palm 2.8 mils; at fingertip 3.9 mils Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/black-maxx-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:21.441436+00:00
4680092,Black Maxx nitrile small 200/box,4680092,DRCDI,Black Maxx,4680092,Black Maxx nitrile small 200/box,BMNT200S,Dash,Safco Dental,"Small, 200/box",Small,200,box,24.99,24.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Proprietary inner coating helps gloves glide on damp hands easily. Textured fingertip finish Beaded cuff Ambidextrous Black color Polymer coated Thickness: at palm 2.8 mils; at fingertip 3.9 mils Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/black-maxx-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:21.441436+00:00
4680098,Black Maxx nitrile x-large 200/box,4680098,DRCDI,Black Maxx,4680098,Black Maxx nitrile x-large 200/box,BMNT200XL,Dash,Safco Dental,"X-large, 200/box",X-large,200,box,24.99,24.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Proprietary inner coating helps gloves glide on damp hands easily. Textured fingertip finish Beaded cuff Ambidextrous Black color Polymer coated Thickness: at palm 2.8 mils; at fingertip 3.9 mils Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/black-maxx-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:21.441436+00:00
4680090,Black Maxx nitrile x-small 200/box,4680090,DRCDI,Black Maxx,4680090,Black Maxx nitrile x-small 200/box,BMNT200XS,Dash,Safco Dental,"X-small, 200/box",X-small,200,box,24.99,24.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Proprietary inner coating helps gloves glide on damp hands easily. Textured fingertip finish Beaded cuff Ambidextrous Black color Polymer coated Thickness: at palm 2.8 mils; at fingertip 3.9 mils Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/black-maxx-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:21.441436+00:00
5640038,Blossom gloves latex powder-free x-large 100/box,5640038,DRBBE,Blossom,5640038,Blossom gloves latex powder-free x-large 100/box,BM6229-LTX-PF,Mexpo,Safco Dental,"x-large, 100/box",x-large,100,box,8.59,8.590000,,in_stock,In stock,Powder-free latex exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous No protein claim Natural color Polymer coating for easy donning 100 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/blossom-reg,"https://www.safcodental.com/media/catalog/product/d/r/drbbe.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbbe.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbbe.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:18.406048+00:00
4710150,Compac nitrile gloves PF x-s 100/bag,4710150,DRCDM,Compac Nitrile,4710150,Compac nitrile gloves PF x-s 100/bag,CR3905,Cranberry,Safco Dental,"X-small, 100/bag",,,,8.49,8.490000,,in_stock,In stock,"The unique polybag storage design provides up to 2x greater packing efficiency compared to traditional glove boxes, helping optimize space in clinical environments. A secure single-glove dispensing system supports faster and more efficient patient care preparation, while the cuff-first dispensing method helps reduce cross-contamination by up to 89% and minimizes unnecessary touch points.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/compac-nitrile,"https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:48.204403+00:00
4710152,Compac nitrile gloves PF small 100/bag,4710152,DRCDM,Compac Nitrile,4710152,Compac nitrile gloves PF small 100/bag,CR3906,,Safco Dental,"Small, 100/bag",,,,8.49,8.490000,,in_stock,In stock,"The unique polybag storage design provides up to 2x greater packing efficiency compared to traditional glove boxes, helping optimize space in clinical environments. A secure single-glove dispensing system supports faster and more efficient patient care preparation, while the cuff-first dispensing method helps reduce cross-contamination by up to 89% and minimizes unnecessary touch points.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/compac-nitrile,"https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:48.204403+00:00
4710154,Compac nitrile gloves PF medium 100/bag,4710154,DRCDM,Compac Nitrile,4710154,Compac nitrile gloves PF medium 100/bag,CR3907,,Safco Dental,"Medium, 100/bag",,,,8.49,8.490000,,in_stock,In stock,"The unique polybag storage design provides up to 2x greater packing efficiency compared to traditional glove boxes, helping optimize space in clinical environments. A secure single-glove dispensing system supports faster and more efficient patient care preparation, while the cuff-first dispensing method helps reduce cross-contamination by up to 89% and minimizes unnecessary touch points.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/compac-nitrile,"https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:48.204403+00:00
4710156,Compac nitrile gloves PF large 100/bag,4710156,DRCDM,Compac Nitrile,4710156,Compac nitrile gloves PF large 100/bag,CR3908,,Safco Dental,"Large, 100/bag",,,,8.49,8.490000,,in_stock,In stock,"The unique polybag storage design provides up to 2x greater packing efficiency compared to traditional glove boxes, helping optimize space in clinical environments. A secure single-glove dispensing system supports faster and more efficient patient care preparation, while the cuff-first dispensing method helps reduce cross-contamination by up to 89% and minimizes unnecessary touch points.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/compac-nitrile,"https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:48.204403+00:00
4710158,Compac nitrile gloves PF x-large 100/bag,4710158,DRCDM,Compac Nitrile,4710158,Compac nitrile gloves PF x-large 100/bag,CR3909,,Safco Dental,"X-large, 100/bag",,,,8.49,8.490000,,in_stock,In stock,"The unique polybag storage design provides up to 2x greater packing efficiency compared to traditional glove boxes, helping optimize space in clinical environments. A secure single-glove dispensing system supports faster and more efficient patient care preparation, while the cuff-first dispensing method helps reduce cross-contamination by up to 89% and minimizes unnecessary touch points.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/compac-nitrile,"https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/c/r/cranberry_drcdm_4710154.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:48.204403+00:00
4713508,Crave nitrile gloves large 200/box,4713508,DRCCA,Crave,4713508,Crave nitrile gloves large 200/box,CR3558,Cranberry,Safco Dental,"Large, 200/box",Large,200,box,19.49,19.490000,,in_stock,In stock,Powder-free nitrile exam glove with lanolin and Vitamin E. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Blue color Vitamin E and lanolin coated Thickness: at palm 3.5 mils; at fingertip 3.8 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/crave-trade,"https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:50.121848+00:00
4713506,Crave nitrile gloves medium 200/box,4713506,DRCCA,Crave,4713506,Crave nitrile gloves medium 200/box,CR3557,Cranberry,Safco Dental,"Medium, 200/box",Medium,200,box,19.49,19.490000,,in_stock,In stock,Powder-free nitrile exam glove with lanolin and Vitamin E. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Blue color Vitamin E and lanolin coated Thickness: at palm 3.5 mils; at fingertip 3.8 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/crave-trade,"https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:50.121848+00:00
4713504,Crave nitrile gloves small 200/box,4713504,DRCCA,Crave,4713504,Crave nitrile gloves small 200/box,CR3556,Cranberry,Safco Dental,"Small, 200/box",Small,200,box,19.49,19.490000,,in_stock,In stock,Powder-free nitrile exam glove with lanolin and Vitamin E. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Blue color Vitamin E and lanolin coated Thickness: at palm 3.5 mils; at fingertip 3.8 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/crave-trade,"https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:50.121848+00:00
4713502,Crave nitrile gloves x-small 200/box,4713502,DRCCA,Crave,4713502,Crave nitrile gloves x-small 200/box,CR3555,Cranberry,Safco Dental,"X-small, 200/box",X-small,200,box,19.49,19.490000,,in_stock,In stock,Powder-free nitrile exam glove with lanolin and Vitamin E. Textured fingertip finish Beaded cuff Non-chlorinated Ambidextrous Blue color Vitamin E and lanolin coated Thickness: at palm 3.5 mils; at fingertip 3.8 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/crave-trade,"https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:50.121848+00:00
4710433,Cyntek powder-free latex gloves x-large 100/box,4710433,DRBAX,Cyntek,4710433,Cyntek powder-free latex gloves x-large 100/box,CR7839,Cranberry,Safco Dental,"X-large, 100/box",X-large,100,box,16.49,16.490000,,in_stock,In stock,"Powder-free latex exam gloves. Mild citrus-peppermint scent, and coated with lanolin and Vitamin E to improve skin health. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous 50μg or less of latex protein Wintergreen color Vitamin E and lanolin coated 100 gloves per box Order 10 boxes to purchase a case",Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/cyntek-reg,"https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:10.420256+00:00
4710432,Cyntek powder-free latex gloves large 100/box,4710432,DRBAX,Cyntek,4710432,Cyntek powder-free latex gloves large 100/box,CR7838,Cranberry,Safco Dental,"large, 100/box",large,100,box,16.49,16.490000,,backorder,Backorder,"Powder-free latex exam gloves. Mild citrus-peppermint scent, and coated with lanolin and Vitamin E to improve skin health. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous 50μg or less of latex protein Wintergreen color Vitamin E and lanolin coated 100 gloves per box Order 10 boxes to purchase a case",Dental Supplies > Dental Exam Gloves > Latex gloves,https://www.safcodental.com/product/cyntek-reg,"https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drbax_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:33:10.420256+00:00
