sku,name,product_code,parent_sku,parent_name,safco_item_number,product_name,manufacturer_number,brand,retailer,description,size,pack_quantity,pack_unit,price,price_text,currency,availability,availability_label,parent_description,category_path_str,product_url,image_urls_str,variant_image,is_synthetic,source_seed,extracted_at
4680732,Alasta gloves large 100/box,4680732,DRCAN,Alasta,4680732,Alasta gloves large 100/box,ALS100L,Dash,Safco Dental,"Large, 100/box",Large,100,box,10.49,10.490000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681111,Alasta gloves large 200/box,4681111,DRCAN,Alasta,4681111,Alasta gloves large 200/box,ALS200L,Dash,Safco Dental,"Large, 200/box",Large,200,box,20.99,20.990000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4680726,Alasta gloves medium 100/box,4680726,DRCAN,Alasta,4680726,Alasta gloves medium 100/box,ALS100M,Dash,Safco Dental,"Medium, 100/box",Medium,100,box,10.49,10.490000,,backorder,Backorder,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681108,Alasta gloves medium 200/box,4681108,DRCAN,Alasta,4681108,Alasta gloves medium 200/box,ALS200M,Dash,Safco Dental,"Medium, 200/box",Medium,200,box,20.99,20.990000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4680720,Alasta gloves small 100/box,4680720,DRCAN,Alasta,4680720,Alasta gloves small 100/box,ALS100S,Dash,Safco Dental,"Small,100/box",Small,100,box,10.49,10.490000,,backorder,Backorder,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681105,Alasta gloves small 200/box,4681105,DRCAN,Alasta,4681105,Alasta gloves small 200/box,ALS200S,Dash,Safco Dental,"Small, 200/box",Small,200,box,20.99,20.990000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681210,Alasta nitrile gloves x-large 100/bx,4681210,DRCAN,Alasta,4681210,Alasta nitrile gloves x-large 100/bx,ALS100XL,Dash,Safco Dental,"X-Large, 100/box",X-Large,100,box,10.49,10.490000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681112,Alasta gloves x-large 200/box,4681112,DRCAN,Alasta,4681112,Alasta gloves x-large 200/box,ALS200XL,Dash,Safco Dental,"X-large, 200/box",X-large,200,box,20.99,20.990000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4680714,Alasta gloves x-small 100/box,4680714,DRCAN,Alasta,4680714,Alasta gloves x-small 100/box,ALS100XS,Dash,Safco Dental,"X-small, 100/box",X-small,100,box,10.49,10.490000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681102,Alasta gloves x-small 200/box,4681102,DRCAN,Alasta,4681102,Alasta gloves x-small 200/box,ALS200XS,Dash,Safco Dental,"X-small, 200/box",X-small,200,box,20.99,20.990000,,in_stock,In stock,Soft-Fit™ powder-free nitrile exam gloves. Textured whole hand finish Beaded cuff Non-chlorinated Ambidextrous Blue color Thickness: at palm 3.1 mils; at fingertip 3.9 mils; ± 1.2 Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-sup-reg-sup,"https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcan.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:43.623569+00:00
4681220,"Dash Alasta® PRO gloves, large, 200/box",4681220,DRCDK,Alasta Pro,4681220,"Dash Alasta® PRO gloves, large, 200/box",ALGA200L,Dash,Safco Dental,"Large, 200/box",Large,200,box,23.49,23.490000,,in_stock,In stock,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures. The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments. Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-pro,"https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:53.395126+00:00
4681218,"Dash Alasta® PRO gloves, medium, 200/box",4681218,DRCDK,Alasta Pro,4681218,"Dash Alasta® PRO gloves, medium, 200/box",ALGA200M,Dash,Safco Dental,"Medium, 200/box",Medium,200,box,23.49,23.490000,,in_stock,In stock,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures. The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments. Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-pro,"https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:53.395126+00:00
4681216,"Dash Alasta® PRO gloves, small, 200/box",4681216,DRCDK,Alasta Pro,4681216,"Dash Alasta® PRO gloves, small, 200/box",ALGA200S,Dash,Safco Dental,"Small, 200/box",Small,200,box,23.49,23.490000,,in_stock,In stock,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures. The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments. Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-pro,"https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:53.395126+00:00
4681222,"Dash Alasta® PRO gloves, x-large, 200/box",4681222,DRCDK,Alasta Pro,4681222,"Dash Alasta® PRO gloves, x-large, 200/box",ALGA200XL,Dash,Safco Dental,"X-large, 200/box",X-large,200,box,23.49,23.490000,,in_stock,In stock,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures. The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments. Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-pro,"https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:53.395126+00:00
4681214,"Dash Alasta® PRO gloves, x-small, 200/box",4681214,DRCDK,Alasta Pro,4681214,"Dash Alasta® PRO gloves, x-small, 200/box",ALGA200XS,Dash,Safco Dental,"X-small, 200/box",X-small,200,box,23.49,23.490000,,backorder,Backorder,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures. The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments. Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/alasta-pro,"https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:53.395126+00:00
4711911,Aqua Source gloves large 200/box,4711911,DRCBL,Aqua Source,4711911,Aqua Source gloves large 200/box,CR3448,Cranberry,Safco Dental,"Large, 200/box",Large,200,box,19.99,19.990000,,backorder,Backorder,Powder-free nitrile exam gloves. Natural form-fitting gloves coated with lanolin and Vitamin E. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous Aqua color Thickness: at palm 3.2 mils; at fingertips 4.0 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/aqua-source-reg,"https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:44.936452+00:00
4711908,Aqua Source gloves medium 200/box,4711908,DRCBL,Aqua Source,4711908,Aqua Source gloves medium 200/box,CR3447,Cranberry,Safco Dental,"Medium, 200/box",Medium,200,box,19.99,19.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Natural form-fitting gloves coated with lanolin and Vitamin E. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous Aqua color Thickness: at palm 3.2 mils; at fingertips 4.0 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/aqua-source-reg,"https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:44.936452+00:00
4711905,Aqua Source gloves small 200/box,4711905,DRCBL,Aqua Source,4711905,Aqua Source gloves small 200/box,CR3446,Cranberry,Safco Dental,"Small, 200/box",Small,200,box,19.99,19.990000,,backorder,Backorder,Powder-free nitrile exam gloves. Natural form-fitting gloves coated with lanolin and Vitamin E. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous Aqua color Thickness: at palm 3.2 mils; at fingertips 4.0 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/aqua-source-reg,"https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:44.936452+00:00
4711912,Aqua Source gloves x-large 200/box,4711912,DRCBL,Aqua Source,4711912,Aqua Source gloves x-large 200/box,CR3449,Cranberry,Safco Dental,"X-large, 200/box",X-large,200,box,19.99,19.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Natural form-fitting gloves coated with lanolin and Vitamin E. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous Aqua color Thickness: at palm 3.2 mils; at fingertips 4.0 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/aqua-source-reg,"https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:44.936452+00:00
4711902,Aqua Source gloves x-small 200/box,4711902,DRCBL,Aqua Source,4711902,Aqua Source gloves x-small 200/box,CR3445,Cranberry,Safco Dental,"X-small, 200/box",X-small,200,box,19.99,19.990000,,in_stock,In stock,Powder-free nitrile exam gloves. Natural form-fitting gloves coated with lanolin and Vitamin E. Textured whole hand finish Beaded cuff Chlorinated Ambidextrous Aqua color Thickness: at palm 3.2 mils; at fingertips 4.0 mils 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/aqua-source-reg,"https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbl_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:44.936452+00:00
4713707,AquaPrene chloroprene gloves large 200/box,4713707,DRDAL,AquaPrene,4713707,AquaPrene chloroprene gloves large 200/box,CR3028,Cranberry,Safco Dental,"Large, 200/box",Large,200,box,29.49,29.490000,,in_stock,In stock,Powder-free chloroprene examination gloves. Combines the comfort of latex and the strength of nitrile. Textured fingertip finish Beaded cuff Ambidextrous Aqua blue color Thickness: at palm 2.8 mils; at fingertip3.5 mils; ±0.8 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Chloroprene gloves,https://www.safcodental.com/product/aquaprene-reg,"https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:59.105594+00:00
4713705,AquaPrene chloroprene gloves medium 200/box,4713705,DRDAL,AquaPrene,4713705,AquaPrene chloroprene gloves medium 200/box,CR3027,Cranberry,Safco Dental,"Medium, 200/box",Medium,200,box,29.49,29.490000,,in_stock,In stock,Powder-free chloroprene examination gloves. Combines the comfort of latex and the strength of nitrile. Textured fingertip finish Beaded cuff Ambidextrous Aqua blue color Thickness: at palm 2.8 mils; at fingertip3.5 mils; ±0.8 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Chloroprene gloves,https://www.safcodental.com/product/aquaprene-reg,"https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:59.105594+00:00
4713709,AquaPrene chloroprene gloves x-large 200/box,4713709,DRDAL,AquaPrene,4713709,AquaPrene chloroprene gloves x-large 200/box,CR3029,Cranberry,Safco Dental,"X-large, 200/box",X-large,200,box,29.49,29.490000,,in_stock,In stock,Powder-free chloroprene examination gloves. Combines the comfort of latex and the strength of nitrile. Textured fingertip finish Beaded cuff Ambidextrous Aqua blue color Thickness: at palm 2.8 mils; at fingertip3.5 mils; ±0.8 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Chloroprene gloves,https://www.safcodental.com/product/aquaprene-reg,"https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:59.105594+00:00
4713703,AquaPrene chloroprene gloves small 200/box,4713703,DRDAL,AquaPrene,4713703,AquaPrene chloroprene gloves small 200/box,CR3026,Cranberry,Safco Dental,"small, 200/box",small,200,box,29.49,29.490000,,in_stock,In stock,Powder-free chloroprene examination gloves. Combines the comfort of latex and the strength of nitrile. Textured fingertip finish Beaded cuff Ambidextrous Aqua blue color Thickness: at palm 2.8 mils; at fingertip3.5 mils; ±0.8 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Chloroprene gloves,https://www.safcodental.com/product/aquaprene-reg,"https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:59.105594+00:00
4713701,AquaPrene chloroprene gloves x-small 200/box,4713701,DRDAL,AquaPrene,4713701,AquaPrene chloroprene gloves x-small 200/box,CR3025,Cranberry,Safco Dental,"x-small, 200/box",x-small,200,box,29.49,29.490000,,in_stock,In stock,Powder-free chloroprene examination gloves. Combines the comfort of latex and the strength of nitrile. Textured fingertip finish Beaded cuff Ambidextrous Aqua blue color Thickness: at palm 2.8 mils; at fingertip3.5 mils; ±0.8 200 gloves per box Order 10 boxes to purchase a case,Dental Supplies > Dental Exam Gloves > Chloroprene gloves,https://www.safcodental.com/product/aquaprene-reg,"https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drdal_2.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:59.105594+00:00
3021308,Aquasoft gloves large 300/box,3021308,DRCBT,Aquasoft,3021308,Aquasoft gloves large 300/box,43935,Halyard,Safco Dental,"Large, 300/box",Large,300,box,31.49,31.490000,,in_stock,In stock,"Powder-free nitrile exam gloves. Ultra-thin with a silky, snug fit. Easy to don. Textured fingertip finish Beaded cuff Chlorinated Ambidextrous Blue Thickness: at palm 2.8mils; at fingertips 3.1 mils 300 gloves per box Order 10 boxes to purchase a case",Dental Supplies > Dental Exam Gloves > Nitrile gloves,https://www.safcodental.com/product/aquasoft,"https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds | https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg?optimize=medium&fit=bounds&height=265&width=265&canvas=265:265 | https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg?optimize=medium&fit=bounds&height=700&width=700&canvas=700:700",,0,gloves,2026-05-07T01:32:39.194625+00:00
